Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
6	Charizard	F	3	Art		19	Tokiya			
146	Moltres	F	3	Art		22	Mitsuhiro Arita			
537	Seismitoad	W	3			42	Hajime Kusajima			
178	Xatu	P	3			56	Kouki Saitou	Paint Chipping		
280	Ralts	P	1			59	Naoyo Kimura			7/20/2019
