Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
28	Sandslash	Fg	3			29	Yukiko Baba			
192	Sunflora	G	3			31	Yuka Morii			
222	Corsola	W	2			37	TOKIYA			
201	Unown	P	2			55	Hideaki Hakozaki			
102	Exeggcute	P	1			63	Miki Tanaka			7/20/2019
58	Growlithe	F	1			65	Naoki Saito	Bent		
163	Hoothoot	N	1			66	Suwama Chiaki			
167	Spinarak	G	1			83	Ken Sugimori			
191	Sunkern	G	1			85	Yuka Morii			
