Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
415	Combee	G	1			4	Yukiko Baba			
146	Moltres EX	F	5	Full	Full Art / Team Plasma	14	Eske Yoshinob	Bent Corner		
319	Sharpedo	W	3		Team Plasma	33	5ban Graphics			
447	Riolu	Fg	1			76	Akira Komayama			
510	Liepard	D	3	Reverse	Team Plasma	84	5ban Graphics			
