Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
498,Tepig,F,,Art,,3/12,MC2011,Ken Sugimori,,,
501,Oshawott,W,,Art,,4/12,MC2011,Ken Sugimori,,,
126,Magmar,F,,Art,,3/12,MC2019,Yumi,Bent,,10/16/2019
131,Lapras,W,,Art,,5/12,MC2019,Saya Tsuruta,,,10/16/2019
25,Pikachu,El,,Art,,6/12,MC2019,Kagemaru Himeno,,,10/16/2019
