Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
103	Exeggutor	Fg	2		Delta Species	41	Midori Harada	Used		8/20/2019
319	Sharpedo	Fg	2		Delta Species	53	Mitsuhiro Arita			
102	Exeggcute	Fg	1		Delta Species	65	Atsuko Nishida	Used		8/20/2019
129	Magikarp	Sl	1		Delta Species	69	Midori Harada	Used		8/20/2019
16	Pidgey	El	1		Delta Species	77	Mitsuhiro Arita	Used		8/20/2019
283	Surskit	G	1			82	Atsuko Nishida			7/20/2019
