Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
169	Dark Crobat	G	3	Art		3	Kyoko Koizumi			
248	Dark Tyranitar	D	3		World Championships 2005	19	Nakaoka			
104	Cubone	Fg	1			51	Kouki Saitou	Dirty		8/20/2019
147	Dratini	N	1			52	Sachiko Adachi	Used		8/20/2019
23	Ekans	G	1			55	Atsuko Nishida	Used		8/20/2019
19	Rattata	N	1			72	Naoyo Kimura	Scratched		7/20/2019
161	Sentret	N	1			75	Yuka Morii	Used		8/20/2019
T	Rocket's Admin	Su	2	Confetti	25th Anniversary	86	Ken Sugimori			8/14/2022
