Pokedex	Pokemon	Type	Rarity	HoloFoil	Rarity Extra	Set No.	Artist	Damaged	Price	Date
436	Bronzor	P	1			52	Daisuke Ito			7/20/2019
433	Chingling	P	1			58	Ken Sugimori			
453	Croagunk	P	1			60	Kent Kanetsuna			7/20/2019
309	Electrike	El	1			64	Daisuke Ito	Scratched		7/20/2019
393	Piplup	W	1			72	Naoyo Kimura			
T	Mom's Kindess	Su	2			83	Ken Sugimori			
T	Dome Fossil	T	1			89	Ryo Ueda			
