Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date,TCG Player Product ID
8,Wartortle,W,2,,,43/100,,Atsuko Nishida,,,,90488
1,Bulbasaur,G,1,,,46/100,,Kdgemaru Himeno,Dirty,,,84033
50,Diglett,Fg,1,,,50/100,,Kyoko Umemoto,,,,84822
98,Krabby,W,1,,,54/100,,Tomokazu Komiya,,,,86525
258,Mudkip,W,1,,,58/100,,Hajime Kusajima,,,,87612
7,Squirtle,W,1,,,64/100,,Hajime Kusajima,,,,89492
