Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date,TCG Player Product ID
254,Sceptile,G,3,Art,,4/17,P1,Hiromichi Sugiyama,Bent,,,88946
370,Luvdisc,W,1,,,14/17,P2,Atsuko Nishida,,,,86934
485,Heatran,F,3,,,1/17,P8,Ken Sugimori,,,,86049
387,Turtwig,G,1,,,17/17,P9,Midori Harada,,,,90078
