Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
498,Tepig,F,,Art,,Mon Mar 12 2018 00:00:00 GMT-0400 (EDT),,Ken Sugimori,,,
501,Oshawott,W,,Art,,Thu Apr 12 2018 00:00:00 GMT-0400 (EDT),,Ken Sugimori,,,
