Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
35,Clefairy,N,1,,,59/112,,Mitsuhiro Arita,,,
13,Weedle,G,1,,,86/112,,Hajime Kusajima,Torn Corner,,
