Date,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date,TCG Player Product ID
7,Squirtle,W,1,,,95/110,,Mitsuhiro Arita,,,,89485
