Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
149,Dragonite,Dr,,Art,,Sun May 20 2018 00:00:00 GMT-0400 (EDT),,Mitsuhiro Arita,,,
