Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date,TCG Player Product ID
43,Oddish,G,1,,,64/115,,Kouki Saitou,,,,87842
216,Teddiursa,N,1,,,77/115,,Naoyo Kimura,,,,89857
T,Mary's Request,Su,2,,,86/115,,Ken Sugimori,,,,87243
