Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
319,Sharpedo,Fg,2,,Delta Species,53/110,,Mitsuhiro Arita,,,
